"","X","MES","CONGLOME.x","VIVIENDA.x","HOGAR.x","CODPERSO.x","UBIGEO.x","DOMINIO","ESTRATO.x","CODINFOR.x","P300A","P301A","P207","P507","P513T","P524A1","CONGLOME.y","VIVIENDA.y","HOGAR.y","CODPERSO.y","UBIGEO.y","DOMINIO.y","ESTRATO.y","CODINFOR.y","P401H1","P401H2","P401H3","P401H4","P401H5","P401H6"
"4127",4146,1632817711370107904,16328,177,11,3,70107,"LM",1,3,"Castellano","Secundaria completa","Hombre",4,48,1000,16328,177,11,3,70107,8,1,3,2,2,2,2,2,2
"4128",4147,1632817711570107904,16328,177,11,5,70107,"LM",1,6,"Castellano","Secundaria completa","Hombre",4,48,930,16328,177,11,5,70107,8,1,6,2,2,2,2,2,2
"4129",4148,16331411270106812,16331,4,11,2,70106,"LM",1,2,"Castellano","Secundaria completa","Hombre",4,23,25,16331,4,11,2,70106,8,1,2,2,2,2,2,2,2
"4130",4149,163312912270106816,16331,29,12,2,70106,"LM",1,2,"Castellano","Secundaria completa","Hombre",3,48,480,16331,29,12,2,70106,8,1,2,2,2,2,2,2,2
"4131",4150,163317911170106816,16331,79,11,1,70106,"LM",1,1,"Castellano","Secundaria completa","Hombre",4,18,150,16331,79,11,1,70106,8,1,1,2,2,2,2,2,2
"4132",4151,163317911270106816,16331,79,11,2,70106,"LM",1,2,"Castellano","Secundaria completa","Mujer",4,48,930,16331,79,11,2,70106,8,1,2,2,2,2,2,2,2
"4133",4152,163319211370106816,16331,92,11,3,70106,"LM",1,3,"Castellano","Secundaria incompleta","Hombre",4,60,60,16331,92,11,3,70106,8,1,3,2,2,2,2,2,2
"4134",4153,163319211470106816,16331,92,11,4,70106,"LM",1,2,"Castellano","Superior universitaria completa","Mujer",3,40,1200,16331,92,11,4,70106,8,1,4,2,2,2,2,2,2
"4135",4154,163451911280106624,16345,19,11,2,80106,"SS",2,2,"Castellano","Secundaria completa","Hombre",3,48,6000,16345,19,11,2,80106,6,2,2,2,2,2,2,2,2
"4136",4155,163455611280106624,16345,56,11,2,80106,"SS",2,1,"Quechua","Secundaria incompleta","Hombre",4,34,600,16345,56,11,2,80106,6,2,1,2,2,2,2,2,2
"4137",4156,163455611380106624,16345,56,11,3,80106,"SS",2,3,"Castellano","Maestria/Doctorado","Mujer",3,45,1200,16345,56,11,3,80106,6,2,3,2,2,2,2,2,2
"4138",4157,1634512811180106496,16345,128,11,1,80106,"SS",2,2,"Castellano","Superior no universitaria completa","Hombre",3,46,3000,16345,128,11,1,80106,6,2,2,2,2,2,2,2,2
"4139",4158,16372211280105622,16372,2,11,2,80105,"SS",2,2,"Quechua","Primaria completa","Mujer",4,54,25,16372,2,11,2,80105,6,2,2,2,2,2,1,2,2
"4140",4159,16372211480105624,16372,2,11,4,80105,"SS",2,4,"Castellano","Secundaria completa","Mujer",6,18,100,16372,2,11,4,80105,6,2,4,2,2,2,2,2,2
"4141",4160,16372811280105622,16372,8,11,2,80105,"SS",2,2,"Quechua","Primaria completa","Hombre",4,60,240,16372,8,11,2,80105,6,2,2,2,2,2,2,2,2
"4142",4161,16372811580105624,16372,8,11,5,80105,"SS",2,5,"Castellano","Superior no universitaria completa","Mujer",3,40,1379,16372,8,11,5,80105,6,2,5,2,2,2,2,2,2
"4143",4162,163721411180105632,16372,14,11,1,80105,"SS",2,1,"Castellano","Superior universitaria completa","Hombre",3,36,3300,16372,14,11,1,80105,6,2,1,2,2,2,2,2,2
"4144",4163,163871111180601632,16387,11,11,1,80601,"SS",4,1,"Quechua","Superior no universitaria completa","Mujer",3,30,2300,16387,11,11,1,80601,6,4,1,2,2,2,2,2,2
"4145",4164,163871111280601632,16387,11,11,2,80601,"SS",4,2,"Quechua","Superior no universitaria completa","Hombre",3,30,2200,16387,11,11,2,80601,6,4,2,2,2,2,2,2,2
"4146",4165,163873711180601632,16387,37,11,1,80601,"SS",4,1,"Castellano","Superior no universitaria completa","Mujer",3,30,2300,16387,37,11,1,80601,6,4,1,2,1,2,2,2,2
"4147",4166,16388411180305652,16388,4,11,1,80305,"SS",5,1,"Castellano","Superior no universitaria Incompleta","Hombre",4,44,2200,16388,4,11,1,80305,6,5,1,2,1,2,2,2,2
"4148",4167,163883411180305664,16388,34,11,1,80305,"SS",5,1,"Quechua","Secundaria completa","Hombre",4,47,1039,16388,34,11,1,80305,6,5,1,2,2,2,2,2,2
"4149",4168,163884211380305664,16388,42,11,3,80305,"SS",5,3,"Castellano","Superior no universitaria completa","Hombre",4,40,930,16388,42,11,3,80305,6,5,3,2,2,2,2,2,2
"4150",4169,163885011280305664,16388,50,11,2,80305,"SS",5,2,"Quechua","Primaria incompleta","Mujer",4,8,20,16388,50,11,2,80305,6,5,2,2,2,2,2,2,2
"4151",4170,16389311180601640,16389,3,11,1,80601,"SS",4,1,"Quechua","Secundaria completa","Hombre",4,30,400,16389,3,11,1,80601,6,4,1,2,2,2,2,2,2
"4152",4171,163895011280601632,16389,50,11,2,80601,"SS",4,2,"Castellano","Maestria/Doctorado","Hombre",3,70,5605,16389,50,11,2,80601,6,4,2,2,2,2,2,2,2
"4153",4172,164286611380403648,16428,66,11,3,80403,"SS",5,3,"Quechua","Superior no universitaria Incompleta","Hombre",4,27,60,16428,66,11,3,80403,6,5,3,2,2,2,2,2,2
"4154",4173,164353511280907744,16435,35,11,2,80907,"SE",5,2,"Quechua","Sin nivel","Mujer",4,16,250,16435,35,11,2,80907,7,5,2,2,2,2,1,2,2
"4155",4174,164353511380907744,16435,35,11,3,80907,"SE",5,3,"Quechua","Secundaria completa","Hombre",4,24,120,16435,35,11,3,80907,7,5,3,2,2,2,2,2,2
"4156",4175,164356611180907744,16435,66,11,1,80907,"SE",5,1,"Quechua","Primaria incompleta","Hombre",4,52,180,16435,66,11,1,80907,7,5,1,2,2,2,2,2,2
"4157",4176,164356611380907744,16435,66,11,3,80907,"SE",5,3,"Quechua","Secundaria incompleta","Hombre",4,50,250,16435,66,11,3,80907,7,5,3,2,2,2,2,2,2
"4158",4177,164356611480907744,16435,66,11,4,80907,"SE",5,4,"Castellano","Secundaria incompleta","Mujer",4,21,300,16435,66,11,4,80907,7,5,4,2,2,2,2,2,2
"4159",4178,1643511211180907776,16435,112,11,1,80907,"SE",5,1,"Quechua","Secundaria completa","Hombre",4,47,790,16435,112,11,1,80907,7,5,1,2,2,2,2,2,2
"4160",4179,1643511211280907776,16435,112,11,2,80907,"SE",5,2,"Quechua","Primaria completa","Mujer",4,32,430,16435,112,11,2,80907,7,5,2,2,2,2,2,2,2
"4161",4180,165007911281104672,16500,79,11,2,81104,"SS",6,2,"Quechua","Maestria/Doctorado","Hombre",3,40,2600,16500,79,11,2,81104,6,6,2,2,2,2,2,2,2
"4162",4181,165078611280902784,16507,86,11,2,80902,"SE",7,2,"Castellano","Secundaria completa","Hombre",4,44,1200,16507,86,11,2,80902,7,7,2,2,2,2,2,2,2
"4163",4182,1650718511280902656,16507,185,11,2,80902,"SE",7,2,"Quechua","Primaria incompleta","Mujer",4,39,170,16507,185,11,2,80902,7,7,2,2,2,2,2,2,2
"4164",4183,1650718511380902656,16507,185,11,3,80902,"SE",7,3,"Castellano","Secundaria incompleta","Hombre",3,34,400,16507,185,11,3,80902,7,7,3,2,2,2,2,2,2
"4165",4184,1650718711280902656,16507,187,11,2,80902,"SE",7,2,"Castellano","Secundaria incompleta","Mujer",4,9,25,16507,187,11,2,80902,7,7,2,2,2,2,2,2,2
"4166",4185,1650913911180902656,16509,139,11,1,80902,"SE",8,1,"Castellano","Primaria completa","Hombre",4,24,90,16509,139,11,1,80902,7,8,1,2,2,2,2,2,2
"4167",4186,1650913911280902656,16509,139,11,2,80902,"SE",8,2,"Quechua","Secundaria completa","Mujer",4,24,60,16509,139,11,2,80902,7,8,2,2,2,2,2,2,2
"4168",4187,16520611180912760,16520,6,11,1,80912,"SE",6,1,"Quechua","Superior no universitaria completa","Hombre",3,48,2758,16520,6,11,1,80912,7,6,1,2,2,2,2,2,2
"4169",4188,165201811180912768,16520,18,11,1,80912,"SE",6,1,"Castellano","Secundaria completa","Hombre",4,46,1500,16520,18,11,1,80912,7,6,1,2,2,2,2,2,2
"4170",4189,165204311180912768,16520,43,11,1,80912,"SE",6,1,"Quechua","Primaria incompleta","Hombre",4,24,150,16520,43,11,1,80912,7,6,1,2,2,2,2,2,2
"4171",4190,165204311280912768,16520,43,11,2,80912,"SE",6,2,"Quechua","Primaria completa","Mujer",4,16,90,16520,43,11,2,80912,7,6,2,2,2,2,2,2,2
"4172",4191,165206711180912768,16520,67,11,1,80912,"SE",6,1,"Quechua","Primaria incompleta","Hombre",4,48,200,16520,67,11,1,80912,7,6,1,2,2,2,2,2,2
"4173",4192,165209211480912768,16520,92,11,4,80912,"SE",6,4,"Quechua","Secundaria completa","Mujer",4,31,550,16520,92,11,4,80912,7,6,4,2,2,2,2,2,2
"4174",4193,165209211580912768,16520,92,11,5,80912,"SE",6,5,"Quechua","Secundaria incompleta","Mujer",4,24,500,16520,92,11,5,80912,7,6,5,2,2,2,2,2,2
"4175",4194,1652012911380912640,16520,129,11,3,80912,"SE",6,3,"Castellano","Secundaria completa","Hombre",4,48,300,16520,129,11,3,80912,7,6,3,2,2,2,2,2,2
"4176",4195,1652012911480912640,16520,129,11,4,80912,"SE",6,4,"Castellano","Secundaria incompleta","Hombre",4,24,50,16520,129,11,4,80912,7,6,4,2,2,2,2,2,2
"4177",4196,16522111290101542,16522,1,11,2,90101,"SC",4,2,"Castellano","Superior no universitaria completa","Hombre",4,40,225,16522,1,11,2,90101,5,4,2,2,2,2,2,2,2
"4178",4197,165224511290101536,16522,45,11,2,90101,"SC",4,3,"Quechua","Superior no universitaria completa","Mujer",3,32,2200,16522,45,11,2,90101,5,4,3,2,2,2,2,2,2
"4179",4198,165225911190101536,16522,59,11,1,90101,"SC",4,1,"Quechua","Maestria/Doctorado","Mujer",3,40,1500,16522,59,11,1,90101,5,4,1,2,2,2,2,2,2
"4180",4199,165227111190101536,16522,71,11,1,90101,"SC",4,1,"Quechua","Superior no universitaria completa","Hombre",3,0,1800,16522,71,11,1,90101,5,4,1,2,2,2,2,2,2
"4181",4200,165227111290101536,16522,71,11,2,90101,"SC",4,2,"Quechua","Superior no universitaria completa","Mujer",3,0,3400,16522,71,11,2,90101,5,4,2,2,2,2,2,2,2
"4182",4201,165228311290101536,16522,83,11,2,90101,"SC",4,2,"Castellano","Maestria/Doctorado","Mujer",3,40,1500,16522,83,11,2,90101,5,4,2,2,2,2,2,2,2
"4183",4202,165601811190103552,16560,18,11,1,90103,"SC",5,1,"Quechua","Superior no universitaria completa","Hombre",3,30,2300,16560,18,11,1,90103,5,5,1,2,2,2,2,2,2
"4184",4203,165601811390103552,16560,18,11,3,90103,"SC",5,3,"Castellano","Superior universitaria completa","Mujer",4,40,950,16560,18,11,3,90103,5,5,3,2,2,2,2,2,2
"4185",4204,165607111290103552,16560,71,11,2,90103,"SC",5,2,"Quechua","Superior no universitaria completa","Hombre",4,40,930,16560,71,11,2,90103,5,5,2,2,2,2,2,2,2
"4186",4205,165608511290103552,16560,85,11,2,90103,"SC",5,2,"Quechua","Superior no universitaria completa","Mujer",3,30,2000,16560,85,11,2,90103,5,5,2,2,2,2,2,2,2
"4187",4206,1656010011290103552,16560,100,11,2,90103,"SC",5,2,"Castellano","Superior universitaria completa","Hombre",4,40,950,16560,100,11,2,90103,5,5,2,2,2,2,2,2,2
"4188",4207,1656010011390103552,16560,100,11,3,90103,"SC",5,3,"Castellano","Superior universitaria completa","Mujer",4,40,950,16560,100,11,3,90103,5,5,3,2,2,2,2,2,2
"4189",4208,165659011390206560,16565,90,11,3,90206,"SC",7,1,"Quechua","Secundaria incompleta","Hombre",4,48,150,16565,90,11,3,90206,5,7,1,2,2,2,2,2,2
"4190",4209,165659211490206560,16565,92,11,4,90206,"SC",7,1,"Quechua","Secundaria incompleta","Hombre",4,48,150,16565,92,11,4,90206,5,7,1,2,2,2,2,2,2
"4191",4210,1656522511190206464,16565,225,11,1,90206,"SC",7,1,"Quechua","Secundaria completa","Hombre",4,48,240,16565,225,11,1,90206,5,7,1,2,2,2,2,2,2
"4192",4211,1656522811190206464,16565,228,11,1,90206,"SC",7,1,"Quechua","Secundaria incompleta","Hombre",4,50,240,16565,228,11,1,90206,5,7,1,2,2,2,2,2,2
"4193",4212,1658354111290117632,16583,541,11,2,90117,"SC",7,2,"Quechua","Primaria incompleta","Mujer",4,40,210,16583,541,11,2,90117,5,7,2,2,2,2,2,2,2
"4194",4213,16648311190719560,16648,3,11,1,90719,"SC",6,1,"Quechua","Sin nivel","Mujer",4,48,900,16648,3,11,1,90719,5,6,1,2,2,2,2,2,2
"4195",4214,16648311290719560,16648,3,11,2,90719,"SC",6,1,"Quechua","Secundaria incompleta","Hombre",3,60,300,16648,3,11,2,90719,5,6,1,2,2,2,2,2,2
"4196",4215,166481311290719552,16648,13,11,2,90719,"SC",6,2,"Quechua","Superior no universitaria Incompleta","Mujer",3,40,930,16648,13,11,2,90719,5,6,2,2,2,2,2,2,2
"4197",4216,166485711190719552,16648,57,11,1,90719,"SC",6,1,"Quechua","Primaria incompleta","Hombre",4,32,120,16648,57,11,1,90719,5,6,1,2,2,2,2,2,2
"4198",4217,1665417111290312448,16654,171,11,2,90312,"SC",7,2,"Quechua","Primaria completa","Mujer",4,32,120,16654,171,11,2,90312,5,7,2,2,2,2,2,2,2
"4199",4218,1665417111390312448,16654,171,11,3,90312,"SC",7,3,"Castellano","Secundaria incompleta","Hombre",4,32,120,16654,171,11,3,90312,5,7,3,2,2,2,2,2,2
"4200",4219,1665417311390312448,16654,173,11,3,90312,"SC",7,3,"Castellano","Secundaria completa","Hombre",4,32,120,16654,173,11,3,90312,5,7,3,2,2,2,2,2,2
"4201",4220,1665417311490312448,16654,173,11,4,90312,"SC",7,4,"Castellano","Secundaria incompleta","Hombre",4,32,120,16654,173,11,4,90312,5,7,4,2,2,2,2,2,2
"4202",4221,1665417611390312448,16654,176,11,3,90312,"SC",7,3,"Castellano","Superior universitaria completa","Hombre",4,48,180,16654,176,11,3,90312,5,7,3,2,2,2,2,2,2
"4203",4222,1665417611490312448,16654,176,11,4,90312,"SC",7,4,"Castellano","Secundaria completa","Hombre",4,24,180,16654,176,11,4,90312,5,7,4,2,2,2,2,2,2
"4204",4223,1665417611690312704,16654,176,11,6,90312,"SC",7,6,"Castellano","Secundaria incompleta","Hombre",4,40,150,16654,176,11,6,90312,5,7,6,2,2,2,2,2,2
"4205",4224,16664111290204582,16664,1,11,2,90204,"SC",8,2,"Quechua","Primaria incompleta","Mujer",4,24,60,16664,1,11,2,90204,5,8,2,2,2,2,2,2,2
"4206",4225,166641711190204576,16664,17,11,1,90204,"SC",8,1,"Castellano","Secundaria completa","Hombre",4,48,210,16664,17,11,1,90204,5,8,1,2,2,2,2,2,2
"4207",4226,166642011290204576,16664,20,11,2,90204,"SC",8,2,"Quechua","Primaria completa","Mujer",4,40,100,16664,20,11,2,90204,5,8,2,2,2,2,2,2,2
"4208",4227,166642011390204576,16664,20,11,3,90204,"SC",8,3,"Quechua","Secundaria incompleta","Hombre",4,48,150,16664,20,11,3,90204,5,8,3,2,2,2,2,2,2
"4209",4228,166708113100102720,16670,8,11,3,100102,"SE",2,3,"Castellano","Maestria/Doctorado","Mujer",3,30,2300,16670,8,11,3,100102,7,2,3,2,2,2,2,2,2
"4210",4229,1667035111100102656,16670,35,11,1,100102,"SE",2,1,"Castellano","Maestria/Doctorado","Mujer",3,45,1600,16670,35,11,1,100102,7,2,1,2,2,2,2,2,2
"4211",4230,1667075111100102656,16670,75,11,1,100102,"SE",2,1,"Castellano","Maestria/Doctorado","Hombre",3,30,2500,16670,75,11,1,100102,7,2,1,2,2,2,2,2,2
"4212",4231,1667088111100102656,16670,88,11,1,100102,"SE",2,1,"Castellano","Secundaria completa","Hombre",4,48,2478,16670,88,11,1,100102,7,2,1,2,2,2,2,2,2
"4213",4232,1667088112100102656,16670,88,11,2,100102,"SE",2,2,"Castellano","Superior no universitaria Incompleta","Mujer",3,50,1023,16670,88,11,2,100102,7,2,2,2,2,2,2,2,2
"4214",4233,1667088113100102656,16670,88,11,3,100102,"SE",2,3,"Castellano","Superior no universitaria Incompleta","Mujer",3,49,800,16670,88,11,3,100102,7,2,3,2,2,2,2,2,2
"4215",4234,16670128111100102656,16670,128,11,1,100102,"SE",2,1,"Castellano","Básica especial","Mujer",3,30,2400,16670,128,11,1,100102,7,2,1,2,2,2,2,2,2
"4216",4235,16670128112100102144,16670,128,11,2,100102,"SE",2,2,"Castellano","Secundaria completa","Mujer",6,5,20,16670,128,11,2,100102,7,2,2,2,2,2,2,2,2
"4217",4236,167034111100101728,16703,4,11,1,100101,"SE",2,1,"Castellano","Superior universitaria completa","Hombre",3,49,5000,16703,4,11,1,100101,7,2,1,2,2,2,2,2,2
"4218",4237,167034113100101728,16703,4,11,3,100101,"SE",2,3,"Castellano","Superior universitaria completa","Hombre",3,48,850,16703,4,11,3,100101,7,2,1,2,2,2,2,2,2
"4219",4238,1670336111100101632,16703,36,11,1,100101,"SE",2,1,"Castellano","Maestria/Doctorado","Hombre",3,26,1000,16703,36,11,1,100101,7,2,1,2,2,2,2,2,2
"4220",4239,16703113111100102656,16703,113,11,1,100101,"SE",2,1,"Castellano","Superior universitaria completa","Mujer",3,56,1650,16703,113,11,1,100101,7,2,1,2,2,2,2,2,2
"4221",4240,16703129112100102144,16703,129,11,2,100101,"SE",2,2,"Castellano","Secundaria completa","Hombre",3,54,150,16703,129,11,2,100101,7,2,2,2,2,2,2,2,2
"4222",4241,16703145111100102656,16703,145,11,1,100101,"SE",2,1,"Castellano","Secundaria completa","Hombre",3,48,1250,16703,145,11,1,100101,7,2,2,2,2,2,2,2,2
"4223",4242,1673412111100604672,16734,12,11,1,100604,"SE",5,1,"Castellano","Primaria incompleta","Mujer",6,18,300,16734,12,11,1,100604,7,5,1,2,2,2,2,2,2
"4224",4243,1673433111100604672,16734,33,11,1,100604,"SE",5,1,"Castellano","Secundaria completa","Hombre",4,54,1800,16734,33,11,1,100604,7,5,1,2,2,2,2,2,2
"4225",4244,1673498111100604672,16734,98,11,1,100604,"SE",5,1,"Castellano","Superior no universitaria Incompleta","Mujer",3,48,1020,16734,98,11,1,100604,7,5,1,2,2,2,2,2,2
"4226",4245,1675020111100608768,16750,20,11,1,100608,"SE",3,1,"Castellano","Superior no universitaria Incompleta","Hombre",4,27,840,16750,20,11,1,100608,7,3,1,2,2,2,2,2,2
"4227",4246,1675041114100608768,16750,41,11,4,100608,"SE",3,4,"Castellano","Superior no universitaria Incompleta","Hombre",3,72,1000,16750,41,11,4,100608,7,3,4,2,2,2,2,2,2
"4228",4247,1675062112100608768,16750,62,11,2,100608,"SE",3,2,"Castellano","Maestria/Doctorado","Mujer",3,48,1500,16750,62,11,2,100608,7,3,2,2,2,2,2,2,2
"4229",4248,167528111100601728,16752,8,11,1,100601,"SE",3,1,"Castellano","Maestria/Doctorado","Hombre",3,48,4600,16752,8,11,1,100601,7,3,1,2,2,2,2,2,2
"4230",4249,167528112100601728,16752,8,11,2,100601,"SE",3,2,"Castellano","Maestria/Doctorado","Mujer",3,44,2000,16752,8,11,2,100601,7,3,2,2,2,2,2,2,2
"4231",4250,1675217111100601856,16752,17,11,1,100601,"SE",3,1,"Castellano","Secundaria completa","Hombre",3,72,1300,16752,17,11,1,100601,7,3,1,2,2,2,2,2,2
"4232",4251,1675234112100601856,16752,34,11,2,100601,"SE",3,1,"Castellano","Básica especial","Hombre",3,47,5000,16752,34,11,2,100601,7,3,1,2,2,2,2,2,2
"4233",4252,1675243111100601856,16752,43,11,1,100601,"SE",3,1,"Castellano","Secundaria completa","Hombre",4,11,350,16752,43,11,1,100601,7,3,1,2,2,2,2,2,2
"4234",4253,1675252111100601856,16752,52,11,1,100601,"SE",3,1,"Castellano","Secundaria completa","Hombre",4,70,800,16752,52,11,1,100601,7,3,1,2,2,2,2,2,2
"4235",4254,167603113100202560,16760,3,11,3,100202,"SC",6,3,"Castellano","Secundaria incompleta","Mujer",3,60,300,16760,3,11,3,100202,5,6,3,2,2,2,2,2,2
"4236",4255,167607113100202560,16760,7,11,3,100202,"SC",6,3,"Castellano","Secundaria incompleta","Hombre",4,18,60,16760,7,11,3,100202,5,6,3,2,2,2,2,2,2
"4237",4256,1676012113100202496,16760,12,11,3,100202,"SC",6,3,"Castellano","Secundaria incompleta","Hombre",4,4,20,16760,12,11,3,100202,5,6,3,2,2,2,2,2,2
"4238",4257,1676214113100313600,16762,14,11,3,100313,"SC",7,3,"Castellano","Secundaria completa","Mujer",6,21,300,16762,14,11,3,100313,5,7,3,2,2,2,2,2,2
"4239",4258,16762163113100312576,16762,163,11,3,100313,"SC",7,3,"Castellano","Secundaria incompleta","Hombre",4,40,300,16762,163,11,3,100313,5,7,3,2,2,2,2,2,2
"4240",4259,1.680127112101e+18,16801,27,11,2,101001,"SC",7,2,"Castellano","Superior no universitaria completa","Mujer",3,22,2800,16801,27,11,2,101001,5,7,2,2,2,2,2,2,2
"4241",4260,1680912113101005568,16809,12,11,3,101005,"SC",8,2,"Castellano","Secundaria completa","Hombre",4,7,60,16809,12,11,3,101005,5,8,2,2,2,2,2,2,2
"4242",4261,1682912113100507648,16829,12,11,3,100507,"SE",7,3,"Castellano","Secundaria incompleta","Hombre",3,24,360,16829,12,11,3,100507,7,7,3,2,2,2,2,2,2
"4243",4262,16829130111100508160,16829,130,11,1,100507,"SE",7,2,"Castellano","Superior no universitaria completa","Hombre",3,66,1600,16829,130,11,1,100507,7,7,2,2,2,2,2,2,2
"4244",4263,1684741111100905728,16847,41,11,1,100905,"SE",7,1,"Castellano","Primaria completa","Hombre",4,48,800,16847,41,11,1,100905,7,7,1,2,2,2,2,2,2
"4245",4264,1684741113100905728,16847,41,11,3,100905,"SE",7,3,"Castellano","Secundaria incompleta","Hombre",4,40,1150,16847,41,11,3,100905,7,7,3,2,2,2,2,2,2
"4246",4265,1684741114100905728,16847,41,11,4,100905,"SE",7,4,"Castellano","Secundaria incompleta","Hombre",4,46,420,16847,41,11,4,100905,7,7,4,2,2,2,2,2,2
"4247",4266,1684741115100905728,16847,41,11,5,100905,"SE",7,5,"Castellano","Secundaria completa","Hombre",4,16,80,16847,41,11,5,100905,7,7,5,2,2,2,2,2,2
"4248",4267,1684744113100905728,16847,44,11,3,100905,"SE",7,3,"Castellano","Secundaria completa","Hombre",4,44,2000,16847,44,11,3,100905,7,7,3,2,2,2,2,2,2
"4249",4268,16847130112100904960,16847,130,11,2,100905,"SE",7,2,"Castellano","Secundaria completa","Hombre",3,4,50,16847,130,11,2,100905,7,7,2,2,2,2,2,2,2
"4250",4269,16847131111100905472,16847,131,11,1,100905,"SE",7,2,"Castellano","Secundaria completa","Hombre",3,50,1200,16847,131,11,1,100905,7,7,2,2,2,2,2,2,2
"4251",4270,1685023111110101248,16850,23,11,1,110101,"CC",2,1,"Castellano","Maestria/Doctorado","Mujer",3,60,3600,16850,23,11,1,110101,2,2,1,2,2,2,2,2,2
"4252",4271,1685056111110101248,16850,56,11,1,110101,"CC",2,1,"Castellano","Básica especial","Hombre",3,40,15500,16850,56,11,1,110101,2,2,1,2,2,2,2,2,2
"4253",4272,1685056112110101248,16850,56,11,2,110101,"CC",2,2,"Castellano","Básica especial","Mujer",3,40,1500,16850,56,11,2,110101,2,2,2,2,2,2,2,2,2
"4254",4273,1685086111110101248,16850,86,11,1,110101,"CC",2,2,"Castellano","Maestria/Doctorado","Hombre",3,40,3200,16850,86,11,1,110101,2,2,2,2,2,2,2,2,2
"4255",4274,1685086112110101248,16850,86,11,2,110101,"CC",2,2,"Castellano","Básica especial","Mujer",3,40,3500,16850,86,11,2,110101,2,2,2,2,2,2,2,2,2
"4256",4275,1686127111110102272,16861,27,11,1,110102,"CC",2,1,"Quechua","Maestria/Doctorado","Mujer",3,27,2200,16861,27,11,1,110102,2,2,1,2,2,2,2,2,2
"4257",4276,1686142111110102272,16861,42,11,1,110102,"CC",2,1,"Quechua","Secundaria completa","Hombre",3,57,180,16861,42,11,1,110102,2,2,1,2,2,2,2,2,2
"4258",4277,1686142112110102272,16861,42,11,2,110102,"CC",2,2,"Castellano","Secundaria completa","Mujer",3,44,180,16861,42,11,2,110102,2,2,2,2,2,2,2,2,2
"4259",4278,169007111110101216,16900,7,11,1,110101,"CC",2,1,"Castellano","Superior no universitaria completa","Hombre",3,62,1207,16900,7,11,1,110101,2,2,1,2,2,2,2,2,2
"4260",4279,1690019111110101248,16900,19,11,1,110101,"CC",2,1,"Castellano","Básica especial","Hombre",3,35,2874,16900,19,11,1,110101,2,2,1,2,2,2,2,2,2
"4261",4280,169096112110106240,16909,6,11,2,110106,"CC",2,4,"Castellano","Secundaria completa","Mujer",3,0,1500,16909,6,11,2,110106,2,2,4,2,2,2,2,2,2
"4262",4281,169096113110106240,16909,6,11,3,110106,"CC",2,4,"Castellano","Maestria/Doctorado","Hombre",3,0,1500,16909,6,11,3,110106,2,2,4,2,2,2,2,2,2
"4263",4282,169096114110106240,16909,6,11,4,110106,"CC",2,4,"Castellano","Básica especial","Mujer",3,24,1500,16909,6,11,4,110106,2,2,4,2,2,2,2,2,2
"4264",4283,1690923113110106112,16909,23,11,3,110106,"CC",2,3,"Castellano","Maestria/Doctorado","Mujer",3,60,287,16909,23,11,3,110106,2,2,3,2,2,2,2,2,2
"4265",4284,169256111110101216,16925,6,11,1,110101,"CC",2,1,"Castellano","Maestria/Doctorado","Hombre",3,48,5500,16925,6,11,1,110101,2,2,1,2,2,2,2,2,2
"4266",4285,1692520111110101248,16925,20,11,1,110101,"CC",2,1,"Castellano","Maestria/Doctorado","Mujer",3,30,5195,16925,20,11,1,110101,2,2,1,2,2,2,2,2,2
"4267",4286,1692520112110101248,16925,20,11,2,110101,"CC",2,1,"Castellano","Maestria/Doctorado","Hombre",3,50,3500,16925,20,11,2,110101,2,2,1,2,2,2,2,2,2
"4268",4287,1692540113110101248,16925,40,11,3,110101,"CC",2,3,"Castellano","Maestria/Doctorado","Mujer",3,48,930,16925,40,11,3,110101,2,2,3,2,2,2,2,2,2
"4269",4288,1692547111110101248,16925,47,11,1,110101,"CC",2,2,"Castellano","Básica especial","Hombre",3,48,6000,16925,47,11,1,110101,2,2,2,2,2,2,2,2,2
"4270",4289,1692562111110101248,16925,62,11,1,110101,"CC",2,1,"Castellano","Maestria/Doctorado","Mujer",3,45,8000,16925,62,11,1,110101,2,2,1,2,2,2,2,2,2
"4271",4290,1692562112110101248,16925,62,11,2,110101,"CC",2,1,"Castellano","Maestria/Doctorado","Hombre",3,48,3500,16925,62,11,2,110101,2,2,1,2,2,2,2,2,2
"4272",4291,1692562113110101248,16925,62,11,3,110101,"CC",2,3,"Castellano","Básica especial","Mujer",3,46,6000,16925,62,11,3,110101,2,2,3,2,2,2,2,2,2
"4273",4292,1692567112110101248,16925,67,11,2,110101,"CC",2,2,"Castellano","Superior universitaria completa","Hombre",3,21,200,16925,67,11,2,110101,2,2,2,2,2,2,2,2,2
"4274",4293,1693868112110507264,16938,68,11,2,110507,"CC",2,2,"Castellano","Secundaria completa","Hombre",4,40,1200,16938,68,11,2,110507,2,2,2,2,2,2,2,2,2
"4275",4294,1694034111110401280,16940,34,11,1,110401,"CC",5,2,"Castellano","Secundaria completa","Hombre",4,60,1400,16940,34,11,1,110401,2,5,2,2,2,2,2,2,2
"4276",4295,1694034113110401280,16940,34,11,3,110401,"CC",5,3,"Castellano","Superior no universitaria Incompleta","Hombre",4,60,350,16940,34,11,3,110401,2,5,3,2,2,2,2,2,2
